"FSC-A","FSC-H","FSC-W","SSC-A","SSC-H","SSC-W","GFP-A","Ratio: GFP-A_mCherry-A","mCherry-A","Time"
108819.000000,122757.000000,58094.957031,93040.601563,65557.000000,93010.796875,234.959991,262143.000000,51.680000,2.481423
97666.000000,111353.000000,57480.613281,69925.515625,52121.000000,87923.070313,171.770004,262143.000000,941.640015,2.481423
153061.500000,141532.000000,70874.703125,117736.320313,69752.000000,110620.015625,600.750000,262143.000000,3369.839844,2.482470
191356.000000,139645.000000,89804.195313,129455.835938,51549.000000,164581.625000,2797.270020,262143.000000,3578.079834,2.483516
160832.000000,166347.000000,63363.242188,110010.226563,71007.000000,101534.070313,1406.199951,262143.000000,618.640015,2.484563
222602.500000,166640.000000,87544.875000,136052.515625,63988.000000,139343.906250,2516.030029,262143.000000,632.320007,2.484563
158084.500000,171507.000000,60407.019531,75771.039063,52803.000000,94042.593750,2659.320068,262143.000000,4242.319824,2.485610
168432.000000,149775.000000,73699.609375,88076.179688,44491.000000,129737.710938,407.619995,262143.000000,9.880000,2.485610
166851.000000,174256.000000,62751.050781,89754.718750,60868.000000,96638.054688,1969.569946,262143.000000,5595.879883,2.485610
139896.000000,164552.000000,55716.273438,70707.828125,49788.000000,93072.789063,3534.189941,262143.000000,5438.560059,2.487703
77912.000000,90556.000000,56385.453125,60582.300781,45756.000000,86771.609375,205.589996,262143.000000,1254.760010,2.488749
175203.500000,153136.000000,74980.000000,119008.125000,66048.000000,118085.578125,2304.209961,262143.000000,3842.560059,2.488749
139242.500000,139913.000000,65221.933594,124292.945313,80857.000000,100741.585938,206.479996,262143.000000,3360.719971,2.488749
176731.500000,180770.000000,64071.894531,91483.992188,56482.000000,106148.765625,648.809998,262143.000000,3068.119873,2.490842
117587.500000,133957.000000,57527.519531,104475.320313,71733.000000,95449.710938,3978.300049,262143.000000,6612.000000,2.492935
86073.000000,89786.000000,62825.835938,134585.796875,94410.000000,93424.585938,183.339996,262143.000000,2993.639893,2.492935
123447.000000,126523.000000,63942.703125,86049.648438,58223.000000,96857.765625,142.399994,262143.000000,1634.760010,2.492935
124406.500000,141599.000000,57578.824219,84818.781250,57807.000000,96159.343750,143.289993,262143.000000,910.479980,2.493982
131187.000000,152356.000000,56430.144531,55496.839844,39104.000000,93009.437500,1990.039917,262143.000000,4673.239746,2.495029
175573.000000,159936.000000,71943.476563,172507.812500,102784.000000,109992.531250,785.869995,262143.000000,1263.880005,2.495029
86862.000000,104276.000000,54591.546875,73060.101563,51488.000000,92993.843750,298.149994,262143.000000,1601.319946,2.495029
82228.500000,75161.000000,71698.445313,46668.039063,27069.000000,112986.687500,54.290001,262143.000000,1345.959961,2.497122
115028.500000,121824.000000,61880.320313,106225.054688,76708.000000,90754.085938,1812.039917,262143.000000,2704.080078,2.500262
135420.000000,127620.000000,69541.492188,104948.796875,49972.000000,137635.562500,1286.049927,262143.000000,1766.239990,2.500262
89748.500000,91033.000000,64611.277344,145610.234375,83433.000000,114375.765625,123.709999,262143.000000,589.000000,2.501308
